Symbol Name (Lots),Entry Price,Target Price,Profit/Loss,Strategy,Strategy Description,Trading Session,,Lots,Event Type,Event Name,Event Impact,Stoploss,Volumne,Volume,Volatility,Live sentiment,Entry Timestamp,Target Timestamp
XAUUSD,1976.41,1987.31,10.9,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1974.35,84428,84071,2.15,Neutral,,
XAUUSD,1968.32,1961.03,-7.29,Scalping,Scalp short dips,New York Session,,0.01,,,,1966.8,32021,32236,1.08,Bullish,,
XAUUSD,1864.07,1856.48,-7.59,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1859.52,79104,78897,0.81,Bullish,,
XAUUSD,1919.87,1936.37,16.5,Scalping,Scalp short dips,London Session,,0.01,,,,1915.05,89295,89320,3.23,Bullish,,
XAUUSD,1961.41,1968.87,7.46,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1956.96,43948,44146,2.96,Bearish,,
XAUUSD,1986.38,1984.89,-1.49,Scalping,Scalp short dips,New York Session,,0.01,,,,1982.14,91084,91484,2.78,Bearish,,
XAUUSD,1942.83,1962.19,19.36,Scalping,Scalp short dips,London Session,,0.01,,,,1939.21,38354,38646,0.65,Bullish,,
XAUUSD,1909.62,1929.28,19.66,Momentum,Follow momentum trend,New York Session,,0.01,,,,1906.42,96444,96620,3.03,Neutral,,
XAUUSD,1971.75,1981.71,9.96,Scalping,Scalp short dips,London Session,,0.01,,,,1970.4,9840,10020,1.81,Neutral,,
XAUUSD,1930.34,1944.36,14.02,Scalping,Scalp short dips,London Session,,0.01,,,,1927.71,69015,69461,1.53,Neutral,,
XAUUSD,1965.02,1966.38,1.36,Reversal,Enter on reversal signals,London Session,,0.01,,,,1962.53,49888,49684,2.14,Bullish,,
XAUUSD,1920.37,1917.54,-2.83,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1918.33,39377,38878,0.77,Neutral,,
XAUUSD,1859.65,1858.2,-1.45,Scalping,Scalp short dips,New York Session,,0.01,,,,1855.76,63638,63410,2.77,Bullish,,
XAUUSD,1988.03,1982.76,-5.27,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1985.05,70682,70400,2.25,Bearish,,
XAUUSD,1972.33,1985.53,13.2,Momentum,Follow momentum trend,New York Session,,0.01,,,,1971.01,1432,1594,1.06,Neutral,,
XAUUSD,1881.06,1895.02,13.96,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1879.18,17528,17662,1.06,Bearish,,
XAUUSD,1964.59,1969.29,4.7,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1960.86,71592,71685,1.05,Neutral,,
XAUUSD,1952.76,1945.74,-7.02,Reversal,Enter on reversal signals,London Session,,0.01,,,,1951.46,66972,66488,0.67,Bullish,,
XAUUSD,1988.22,1979.79,-8.43,Scalping,Scalp short dips,London Session,,0.01,,,,1983.82,96639,96868,2.26,Bullish,,
XAUUSD,1876.66,1867.53,-9.13,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1873.68,76343,76167,3.02,Bullish,,
XAUUSD,1961.79,1953.62,-8.17,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1958.87,95126,95291,0.55,Bullish,,
XAUUSD,1858.14,1854.66,-3.48,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1854.77,70552,70609,0.65,Neutral,,
XAUUSD,1940.13,1930.52,-9.61,Scalping,Scalp short dips,New York Session,,0.01,,,,1935.83,30507,30350,2.22,Bearish,,
XAUUSD,1940.65,1960.62,19.97,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1938.26,11431,11066,2.96,Bullish,,
XAUUSD,1930.62,1920.81,-9.81,Scalping,Scalp short dips,London Session,,0.01,,,,1926.91,78401,77995,1.48,Neutral,,
XAUUSD,1911.09,1902.2,-8.89,Momentum,Follow momentum trend,New York Session,,0.01,,,,1907.83,64771,65103,1.55,Bearish,,
XAUUSD,1953.39,1969.26,15.87,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1951.32,5770,6188,2.29,Bullish,,
XAUUSD,1985.63,1999.85,14.22,Momentum,Follow momentum trend,New York Session,,0.01,,,,1981.12,36645,36795,1.32,Bearish,,
XAUUSD,1865.15,1869.75,4.6,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1860.96,95723,95326,0.58,Bullish,,
XAUUSD,1931.1,1935.99,4.89,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1927.47,50540,50442,2.71,Bearish,,
XAUUSD,1922.13,1927.56,5.43,Reversal,Enter on reversal signals,London Session,,0.01,,,,1917.73,43840,44069,2.38,Bearish,,
XAUUSD,1944.87,1949.24,4.37,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1940.4,46312,46592,2.24,Bullish,,
XAUUSD,1878.73,1875.65,-3.08,Momentum,Follow momentum trend,New York Session,,0.01,,,,1874.9,21679,21297,2.73,Neutral,,
XAUUSD,1876.17,1884.08,7.91,Reversal,Enter on reversal signals,London Session,,0.01,,,,1871.82,37502,37002,2.53,Bearish,,
XAUUSD,1850.5,1854.71,4.21,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1846.71,37612,37824,1.12,Bullish,,
XAUUSD,1868.8,1870.14,1.34,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1865.08,6183,6040,1.56,Bearish,,
XAUUSD,1929.89,1924.53,-5.36,Scalping,Scalp short dips,New York Session,,0.01,,,,1926.42,76989,76743,0.88,Bearish,,
XAUUSD,1858.07,1852.01,-6.06,Momentum,Follow momentum trend,New York Session,,0.01,,,,1854.06,42234,41747,0.89,Neutral,,
XAUUSD,1957.26,1967.63,10.37,Momentum,Follow momentum trend,London Session,,0.01,,,,1955.63,82396,82436,2.53,Bearish,,
XAUUSD,1959.56,1951.06,-8.5,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1955.04,85184,85535,3.08,Bearish,,
XAUUSD,1968.7,1976.67,7.97,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1964.21,21987,22445,3.39,Bullish,,
XAUUSD,1869.14,1867.22,-1.92,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1868.02,66078,66144,2.39,Bullish,,
XAUUSD,1940.11,1959.64,19.53,Momentum,Follow momentum trend,New York Session,,0.01,,,,1935.81,47756,47770,1.05,Neutral,,
XAUUSD,1973.79,1988.1,14.31,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1972.27,88136,87721,0.82,Bearish,,
XAUUSD,1986.11,1977.81,-8.3,Momentum,Follow momentum trend,New York Session,,0.01,,,,1983.77,22358,22407,2.94,Bearish,,
XAUUSD,1859.45,1855.37,-4.08,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1855.48,68104,67984,2.24,Bearish,,
XAUUSD,1891.43,1893.06,1.63,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1889.79,61167,61274,2.35,Neutral,,
XAUUSD,1986.6,1997.59,10.99,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1982.33,30235,30124,2.84,Bearish,,
XAUUSD,1971.71,1985.45,13.74,Momentum,Follow momentum trend,New York Session,,0.01,,,,1967.38,14523,14263,2.61,Bullish,,
XAUUSD,1935.62,1948.28,12.66,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1932.59,65512,65107,3,Neutral,,
XAUUSD,1979.07,1987.21,8.14,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1978.04,74121,73936,0.67,Bullish,,
XAUUSD,1954.12,1954.24,0.12,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1951.97,32247,31844,2.74,Bullish,,
XAUUSD,1911.13,1923.59,12.46,Scalping,Scalp short dips,London Session,,0.01,,,,1907.66,64838,64515,3.05,Neutral,,
XAUUSD,1860.91,1863.97,3.06,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1855.99,40118,40605,1.36,Bullish,,
XAUUSD,1857.23,1864.87,7.64,Reversal,Enter on reversal signals,London Session,,0.01,,,,1853.7,71607,71551,2.42,Bearish,,
XAUUSD,1850.68,1843.92,-6.76,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1848.64,20722,20754,1.44,Neutral,,
XAUUSD,1969.5,1961.34,-8.16,Momentum,Follow momentum trend,New York Session,,0.01,,,,1965.96,89131,89505,3.37,Bullish,,
XAUUSD,1974.17,1979.27,5.1,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1971.01,29454,29950,0.6,Bearish,,
XAUUSD,1904.63,1911.21,6.58,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1900.51,37411,37494,2.24,Bearish,,
XAUUSD,1911.76,1915.59,3.83,Scalping,Scalp short dips,London Session,,0.01,,,,1910.33,6751,7063,1,Bullish,,
XAUUSD,1900.25,1894.57,-5.68,Momentum,Follow momentum trend,London Session,,0.01,,,,1896.21,12040,11867,2.64,Bearish,,
XAUUSD,1911.42,1907.87,-3.55,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1908.25,52070,51876,1.03,Neutral,,
XAUUSD,1868.79,1887.4,18.61,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1863.94,27492,27395,1.21,Bullish,,
XAUUSD,1874.31,1893.88,19.57,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1871.94,83713,83886,1.98,Bearish,,
XAUUSD,1908.62,1928.12,19.5,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1905.09,2455,2637,3.24,Bearish,,
XAUUSD,1853.6,1846.45,-7.15,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1848.87,38530,38345,1.14,Bullish,,
XAUUSD,1898.76,1898.23,-0.53,Reversal,Enter on reversal signals,London Session,,0.01,,,,1897.35,34397,34030,0.93,Bullish,,
XAUUSD,1851.7,1846.26,-5.44,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1846.95,2913,3045,2.78,Bullish,,
XAUUSD,1937.22,1944.69,7.47,Momentum,Follow momentum trend,London Session,,0.01,,,,1933.47,13312,12940,2,Bullish,,
XAUUSD,1903.85,1914.71,10.86,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1902.58,41951,42029,3.24,Neutral,,
XAUUSD,1924.65,1916.8,-7.85,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1922.45,49794,49987,0.94,Bullish,,
XAUUSD,1950.68,1957.14,6.46,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1946.85,41025,41226,2.44,Neutral,,
XAUUSD,1907.2,1924.36,17.16,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1905.93,53563,53816,1.2,Neutral,,
XAUUSD,1968.32,1982.41,14.09,Scalping,Scalp short dips,London Session,,0.01,,,,1964.99,59918,60291,0.97,Bullish,,
XAUUSD,1899.78,1894.83,-4.95,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1897.4,1982,1982,2.55,Neutral,,
XAUUSD,1933.49,1943.51,10.02,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1930.01,46945,47175,2.28,Bullish,,
XAUUSD,1876.2,1868.98,-7.22,Scalping,Scalp short dips,London Session,,0.01,,,,1875.02,96386,96505,2.76,Bullish,,
XAUUSD,1942.22,1938.92,-3.3,Momentum,Follow momentum trend,London Session,,0.01,,,,1937.73,52384,52071,1.43,Bearish,,
XAUUSD,1888.98,1884.7,-4.28,Scalping,Scalp short dips,London Session,,0.01,,,,1884.09,68077,67603,1.84,Bullish,,
XAUUSD,1890.09,1882.06,-8.03,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1885.21,31875,31660,1.72,Bearish,,
XAUUSD,1989.31,2006.23,16.92,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1985.31,77625,77568,3.45,Neutral,,
XAUUSD,1893.46,1904.77,11.31,Scalping,Scalp short dips,London Session,,0.01,,,,1891.94,77519,77636,1.38,Bearish,,
XAUUSD,1966.18,1979.75,13.57,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1962.15,52608,52958,1.38,Neutral,,
XAUUSD,1877.84,1885.9,8.06,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1876.74,97625,97321,1.56,Bullish,,
XAUUSD,1991.01,2005.86,14.85,Momentum,Follow momentum trend,London Session,,0.01,,,,1989.92,13429,13055,2.19,Neutral,,
XAUUSD,1922.08,1941.73,19.65,Momentum,Follow momentum trend,New York Session,,0.01,,,,1919.79,2678,3141,1.26,Neutral,,
XAUUSD,1872.74,1875.24,2.5,Scalping,Scalp short dips,New York Session,,0.01,,,,1869.79,77246,76854,3.25,Bullish,,
XAUUSD,1970.13,1967.97,-2.16,Momentum,Follow momentum trend,London Session,,0.01,,,,1966.05,80908,80886,1.3,Neutral,,
XAUUSD,1918.13,1920.49,2.36,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1914.4,12901,12987,3.19,Bullish,,
XAUUSD,1945.16,1963.08,17.92,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1942.38,27293,27334,0.81,Bearish,,
XAUUSD,1939.46,1946.18,6.72,Scalping,Scalp short dips,New York Session,,0.01,,,,1937.37,2738,2324,2.47,Bullish,,
XAUUSD,1964.4,1968.79,4.39,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1959.41,30038,29595,3.22,Bullish,,
XAUUSD,1919.96,1933.45,13.49,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1917.26,77541,77146,1.01,Neutral,,
XAUUSD,1939.39,1957.48,18.09,Momentum,Follow momentum trend,New York Session,,0.01,,,,1936.58,52278,52364,3.4,Bearish,,
XAUUSD,1901.04,1906.06,5.02,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1899.39,35461,35505,1.86,Bullish,,
XAUUSD,1994.86,1999.24,4.38,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1990.68,37802,37536,3.34,Bearish,,
XAUUSD,1960.13,1958.43,-1.7,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1956.36,1134,1272,2.53,Bearish,,
XAUUSD,1896.12,1886.86,-9.26,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1894.24,30680,31000,1.4,Neutral,,
XAUUSD,1946.42,1938.26,-8.16,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1945.09,64999,64541,1.06,Bullish,,
XAUUSD,1960.5,1953.72,-6.78,Momentum,Follow momentum trend,New York Session,,0.01,,,,1956.78,97445,97443,1.41,Neutral,,
XAUUSD,1990.58,2000.78,10.2,Momentum,Follow momentum trend,New York Session,,0.01,,,,1986.96,84859,85048,0.78,Bullish,,
XAUUSD,1951.81,1958.13,6.32,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1949.72,3336,3088,0.93,Bearish,,
XAUUSD,1929.33,1919.36,-9.97,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1924.53,89957,89765,0.81,Bullish,,
XAUUSD,1915.58,1934.64,19.06,Reversal,Enter on reversal signals,London Session,,0.01,,,,1913.98,78537,78651,1.77,Bullish,,
XAUUSD,1856.49,1852.03,-4.46,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1853.76,78257,78655,2.89,Bearish,,
XAUUSD,1967.34,1962.81,-4.53,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1962.57,46342,46652,0.92,Bearish,,
XAUUSD,1876.94,1896.6,19.66,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1874.26,40403,40486,0.89,Bullish,,
XAUUSD,1970.35,1971.78,1.43,Scalping,Scalp short dips,London Session,,0.01,,,,1966.8,30989,31219,2.43,Neutral,,
XAUUSD,1879.05,1880.66,1.61,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1876.46,7504,7369,1.09,Bullish,,
XAUUSD,1953.34,1961.58,8.24,Momentum,Follow momentum trend,London Session,,0.01,,,,1951.24,23595,23736,0.79,Bearish,,
XAUUSD,1911.64,1905.43,-6.21,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1906.7,25414,25380,1,Neutral,,
XAUUSD,1979.2,1997.35,18.15,Momentum,Follow momentum trend,New York Session,,0.01,,,,1976.56,48924,48614,3.27,Bearish,,
XAUUSD,1961.13,1968.91,7.78,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1956.55,74997,75199,2.96,Bearish,,
XAUUSD,1880.28,1897.4,17.12,Momentum,Follow momentum trend,New York Session,,0.01,,,,1878.36,47907,47963,1.56,Neutral,,
XAUUSD,1919.47,1931.44,11.97,Momentum,Follow momentum trend,London Session,,0.01,,,,1917.62,6727,6586,2.47,Bearish,,
XAUUSD,1852.34,1845.73,-6.61,Scalping,Scalp short dips,New York Session,,0.01,,,,1851.22,95821,96232,2.11,Bearish,,
XAUUSD,1869.22,1860.67,-8.55,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1865.61,94330,93851,2.53,Bearish,,
XAUUSD,1929.41,1938.78,9.37,Scalping,Scalp short dips,London Session,,0.01,,,,1926.94,78734,78550,2.55,Bearish,,
XAUUSD,1940.77,1946.73,5.96,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1936.31,99141,98698,2.39,Bearish,,
XAUUSD,1946.37,1938.06,-8.31,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1943.48,54904,55171,1.3,Bearish,,
XAUUSD,1854.86,1847.41,-7.45,Momentum,Follow momentum trend,London Session,,0.01,,,,1849.99,96314,96516,0.62,Bearish,,
XAUUSD,1966.49,1963.33,-3.16,Reversal,Enter on reversal signals,London Session,,0.01,,,,1964.75,8485,8316,1.87,Bearish,,
XAUUSD,1940.07,1938.31,-1.76,Momentum,Follow momentum trend,London Session,,0.01,,,,1935.6,37202,37378,3.17,Bearish,,
XAUUSD,1967.96,1958.85,-9.11,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1963.85,23313,23209,2.21,Bullish,,
XAUUSD,1961.79,1960.67,-1.12,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1957.71,20387,20643,3,Bullish,,
XAUUSD,1948.67,1939.88,-8.79,Reversal,Enter on reversal signals,London Session,,0.01,,,,1944.29,14939,14893,3.47,Bearish,,
XAUUSD,1944.91,1961.24,16.33,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1940.87,62619,62531,0.99,Bullish,,
XAUUSD,1945.16,1943.58,-1.58,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1941.66,78351,78786,2.58,Neutral,,
XAUUSD,1862.66,1873.74,11.08,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1861.14,58252,58003,2.52,Bullish,,
XAUUSD,1886.16,1878.68,-7.48,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1885.03,15549,15169,3.44,Bearish,,
XAUUSD,1857.87,1853.97,-3.9,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1853.19,81301,81386,3.46,Bearish,,
XAUUSD,1894.81,1902.17,7.36,Reversal,Enter on reversal signals,London Session,,0.01,,,,1891.34,63960,64429,2.56,Bullish,,
XAUUSD,1861.23,1855.44,-5.79,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1857.04,39428,39306,1.23,Bearish,,
XAUUSD,1893.76,1905.85,12.09,Scalping,Scalp short dips,New York Session,,0.01,,,,1890.83,67739,67301,2.9,Neutral,,
XAUUSD,1959.42,1971.79,12.37,Scalping,Scalp short dips,New York Session,,0.01,,,,1957.95,26731,26570,0.82,Neutral,,
XAUUSD,1918.76,1924.59,5.83,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1917.26,35174,35180,2.84,Bearish,,
XAUUSD,1857.23,1851.72,-5.51,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1853.49,91831,91493,3.23,Neutral,,
XAUUSD,1864.49,1857.47,-7.02,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1861.77,29760,29918,1.65,Neutral,,
XAUUSD,1935.96,1941.23,5.27,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1934.16,47529,48027,2.39,Bullish,,
XAUUSD,1906.31,1914.23,7.92,Scalping,Scalp short dips,New York Session,,0.01,,,,1903.34,89124,89076,1.79,Neutral,,
XAUUSD,1937.58,1927.58,-10,Momentum,Follow momentum trend,New York Session,,0.01,,,,1936.32,71064,70919,1.81,Bullish,,
XAUUSD,1852.12,1862.12,10,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1848.79,7158,7059,1.43,Bearish,,
XAUUSD,1850.39,1841.93,-8.46,Scalping,Scalp short dips,New York Session,,0.01,,,,1848.31,15583,15198,2.79,Bullish,,
XAUUSD,1981.36,1990.64,9.28,Momentum,Follow momentum trend,London Session,,0.01,,,,1977.17,1776,2159,3.31,Bearish,,
XAUUSD,1942.36,1961.15,18.79,Momentum,Follow momentum trend,London Session,,0.01,,,,1940.12,63461,63376,3.32,Bearish,,
XAUUSD,1875.27,1888.79,13.52,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1872.45,45320,45207,1.02,Bearish,,
XAUUSD,1900.54,1893.03,-7.51,Momentum,Follow momentum trend,London Session,,0.01,,,,1899.49,14293,14453,3.12,Bearish,,
XAUUSD,1943.56,1946.99,3.43,Momentum,Follow momentum trend,London Session,,0.01,,,,1942.27,95835,95777,2.71,Bearish,,
XAUUSD,1909.56,1906.36,-3.2,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1906.99,53436,53584,1.26,Bullish,,
XAUUSD,1863.73,1875.01,11.28,Momentum,Follow momentum trend,London Session,,0.01,,,,1860.81,24947,24508,0.7,Bearish,,
XAUUSD,1873.48,1891.39,17.91,Scalping,Scalp short dips,New York Session,,0.01,,,,1870.08,50560,50874,1.3,Neutral,,
XAUUSD,1876.25,1873.4,-2.85,Scalping,Scalp short dips,New York Session,,0.01,,,,1874.08,68282,68723,3.24,Neutral,,
XAUUSD,1955.35,1957.88,2.53,Reversal,Enter on reversal signals,London Session,,0.01,,,,1951.57,8548,8697,2.4,Bearish,,
XAUUSD,1892.06,1907.2,15.14,Momentum,Follow momentum trend,New York Session,,0.01,,,,1887.62,28196,28651,2.66,Neutral,,
XAUUSD,1941.55,1954.12,12.57,Reversal,Enter on reversal signals,London Session,,0.01,,,,1937.43,80890,80541,1.27,Bullish,,
XAUUSD,1969.91,1967.98,-1.93,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1968.75,46507,46484,2.66,Bullish,,
XAUUSD,1955.99,1958.59,2.6,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1953.07,55111,55213,0.58,Bearish,,
XAUUSD,1930.14,1926.5,-3.64,Reversal,Enter on reversal signals,Tokyo Session,,0.01,,,,1928.72,43849,43931,1.63,Bearish,,
XAUUSD,1887.12,1884.26,-2.86,Scalping,Scalp short dips,New York Session,,0.01,,,,1885.15,5346,5247,2.38,Bearish,,
XAUUSD,1917.04,1917.98,0.94,Momentum,Follow momentum trend,New York Session,,0.01,,,,1912.09,17409,17247,0.94,Neutral,,
XAUUSD,1993.45,1984.86,-8.59,Momentum,Follow momentum trend,New York Session,,0.01,,,,1991.88,45109,44736,2.97,Neutral,,
XAUUSD,1896.72,1890.46,-6.26,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1893.72,21709,21601,1.21,Bullish,,
XAUUSD,1915.33,1912.82,-2.51,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1911.86,5948,5611,2.46,Neutral,,
XAUUSD,1911.1,1919.87,8.77,Scalping,Scalp short dips,London Session,,0.01,,,,1907.29,84521,84755,1.72,Bullish,,
XAUUSD,1889.4,1889.81,0.41,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1886.16,98138,97847,2.29,Neutral,,
XAUUSD,1955.63,1960.97,5.34,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1954.59,79521,79080,0.82,Bullish,,
XAUUSD,1974.25,1975.97,1.72,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1971.94,85525,85577,0.55,Bearish,,
XAUUSD,1927.49,1919.47,-8.02,Momentum,Follow momentum trend,New York Session,,0.01,,,,1924.42,24956,25051,3.23,Neutral,,
XAUUSD,1863.98,1871.87,7.89,Reversal,Enter on reversal signals,Sydney Session,,0.01,,,,1862.63,96102,96474,1.31,Bullish,,
XAUUSD,1973.19,1978.83,5.64,Reversal,Enter on reversal signals,London Session,,0.01,,,,1970.79,20496,20573,2.96,Neutral,,
XAUUSD,1935.91,1929,-6.91,Reversal,Enter on reversal signals,London Session,,0.01,,,,1934.78,95192,95037,3.5,Bearish,,
XAUUSD,1869.95,1865.12,-4.83,Reversal,Enter on reversal signals,London Session,,0.01,,,,1868.64,99487,99790,1.13,Bullish,,
XAUUSD,1910.16,1922.78,12.62,Scalping,Scalp short dips,New York Session,,0.01,,,,1907.57,71461,71501,1.3,Neutral,,
XAUUSD,1972.68,1965.22,-7.46,Scalping,Scalp short dips,London Session,,0.01,,,,1971.15,98133,97712,2.49,Neutral,,
XAUUSD,1911.76,1905.01,-6.75,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1908.49,57384,57450,3.4,Bearish,,
XAUUSD,1892.29,1907.87,15.58,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1888.53,26695,27103,3.25,Bearish,,
XAUUSD,1923.14,1916.71,-6.43,Scalping,Scalp short dips,New York Session,,0.01,,,,1918.94,44263,44159,2.01,Bullish,,
XAUUSD,1972.35,1980.21,7.86,Scalping,Scalp short dips,New York Session,,0.01,,,,1970.55,59763,59559,2.89,Neutral,,
XAUUSD,1859.2,1856.77,-2.43,Scalping,Scalp short dips,New York Session,,0.01,,,,1857.53,8235,7878,0.91,Neutral,,
XAUUSD,1944.46,1946.98,2.52,Scalping,Scalp short dips,New York Session,,0.01,,,,1943.04,62612,62263,3.43,Bearish,,
XAUUSD,1886.46,1899.55,13.09,Scalping,Scalp short dips,Tokyo Session,,0.01,,,,1882.91,98137,98070,3.39,Bearish,,
XAUUSD,1943.67,1962.75,19.08,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1939.84,19821,19917,0.99,Bullish,,
XAUUSD,1980.85,1998.54,17.69,Reversal,Enter on reversal signals,London Session,,0.01,,,,1979.72,79467,79048,1.4,Neutral,,
XAUUSD,1873.72,1883.77,10.05,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1868.98,90882,91322,0.8,Neutral,,
XAUUSD,1941.67,1939.33,-2.34,Reversal,Enter on reversal signals,London Session,,0.01,,,,1940.46,94426,94681,1.32,Bullish,,
XAUUSD,1937.27,1935.38,-1.89,Reversal,Enter on reversal signals,New York Session,,0.01,,,,1934.1,96053,96140,2.95,Bullish,,
XAUUSD,1951.72,1971.42,19.7,Momentum,Follow momentum trend,New York Session,,0.01,,,,1947.88,52625,52953,1.63,Bearish,,
XAUUSD,1977.76,1990.5,12.74,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1973.28,97753,97333,0.77,Bearish,,
XAUUSD,1918.89,1920.79,1.9,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1915.03,75974,75951,1.53,Bullish,,
XAUUSD,1880.2,1878.62,-1.58,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1875.99,17005,17135,3.44,Bullish,,
XAUUSD,1866.12,1886.03,19.91,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1863.76,48213,48542,2.39,Neutral,,
XAUUSD,1872.02,1873.43,1.41,Momentum,Follow momentum trend,New York Session,,0.01,,,,1867.76,72115,72398,1.75,Bullish,,
XAUUSD,1889.13,1886.39,-2.74,Scalping,Scalp short dips,Sydney Session,,0.01,,,,1887.81,25487,25264,1,Bullish,,
XAUUSD,1866.25,1882,15.75,Momentum,Follow momentum trend,Sydney Session,,0.01,,,,1861.67,64421,64862,3.46,Neutral,,
XAUUSD,1884.77,1877.33,-7.44,Momentum,Follow momentum trend,Tokyo Session,,0.01,,,,1881.58,66993,66617,2.96,Bullish,,
